species_label,source_run_name,source_run_dir,original_cluster_id,canonical_group_id,group_status,review_confidence,review_notes
house_sparrow,house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,2,hs_g0,confirmed,5,"Grouped with 3 from listening review"
house_sparrow,house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,3,hs_g0,confirmed,5,"Grouped with 2 from listening review"
house_sparrow,house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,0,hs_g1,confirmed,5,"Singleton group from listening review"
house_sparrow,house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,1,hs_g2,uncertain,2,"Reviewer wrote '1?' indicating uncertainty"
wood_pigeon,wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,0,wp_g0,confirmed,5,"Singleton group from listening review"
wood_pigeon,wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,1,wp_g1,confirmed,5,"Singleton group from listening review"
wood_pigeon,wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,2,wp_g2,confirmed,5,"Singleton group from listening review"
wood_pigeon,wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,3,wp_g3,confirmed,5,"Singleton group from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,0,wr_g0,confirmed,5,"Grouped with 2 and 3 from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,2,wr_g0,confirmed,5,"Grouped with 0 and 3 from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,3,wr_g0,confirmed,5,"Grouped with 0 and 2 from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,1,wr_g1,confirmed,5,"Singleton group from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,4,wr_g2,confirmed,5,"Grouped with 5 and 6 from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,5,wr_g2,confirmed,5,"Grouped with 4 and 6 from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,6,wr_g2,confirmed,5,"Grouped with 4 and 5 from listening review"
