species_label,source_run_name,source_run_dir,cluster_a,cluster_b,review_label,review_confidence,review_notes
blackbird,blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,4,7,different,5,"Different canonical groups from listening review"
blackbird,blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,4,8,different,5,"Different canonical groups from listening review"
blackbird,blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,4,9,different,5,"Different canonical groups from listening review"
blackbird,blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,5,6,different,5,"Different canonical groups from listening review"
blackbird,blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,5,7,different,5,"Different canonical groups from listening review"
blackbird,blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,5,8,different,5,"Different canonical groups from listening review"
blackbird,blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,5,9,different,5,"Different canonical groups from listening review"
blackbird,blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,6,7,different,5,"Different canonical groups from listening review"
blackbird,blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,6,8,different,5,"Different canonical groups from listening review"
blackbird,blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,6,9,different,5,"Different canonical groups from listening review"
blackbird,blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,7,8,different,5,"Different canonical groups from listening review"
blackbird,blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,7,9,different,5,"Different canonical groups from listening review"
blackbird,blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/blackbird_pattern_clusters_aug_uk_birdnet_windows_v1,8,9,same,5,"Same canonical group bb_g3"
house_sparrow,house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,0,1,unsure,2,"Cluster 1 was marked with a question mark by the reviewer"
house_sparrow,house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,0,2,different,5,"Different canonical groups from listening review"
house_sparrow,house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,0,3,different,5,"Different canonical groups from listening review"
house_sparrow,house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,1,2,unsure,2,"Cluster 1 was marked with a question mark by the reviewer"
house_sparrow,house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,1,3,unsure,2,"Cluster 1 was marked with a question mark by the reviewer"
house_sparrow,house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/house_sparrow_pattern_clusters_aug_uk_birdnet_windows_v1,2,3,same,5,"Same canonical group hs_g0"
wood_pigeon,wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,0,1,different,5,"Different canonical groups from listening review"
wood_pigeon,wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,0,2,different,5,"Different canonical groups from listening review"
wood_pigeon,wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,0,3,different,5,"Different canonical groups from listening review"
wood_pigeon,wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,1,2,different,5,"Different canonical groups from listening review"
wood_pigeon,wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,1,3,different,5,"Different canonical groups from listening review"
wood_pigeon,wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wood_pigeon_pattern_clusters_aug_uk_birdnet_windows_v1,2,3,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,0,1,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,0,2,same,5,"Same canonical group wr_g0"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,0,3,same,5,"Same canonical group wr_g0"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,0,4,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,0,5,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,0,6,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,1,2,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,1,3,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,1,4,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,1,5,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,1,6,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,2,3,same,5,"Same canonical group wr_g0"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,2,4,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,2,5,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,2,6,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,3,4,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,3,5,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,3,6,different,5,"Different canonical groups from listening review"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,4,5,same,5,"Same canonical group wr_g2"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,4,6,same,5,"Same canonical group wr_g2"
wren,wren_pattern_clusters_aug90_uk_v1,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/BirdTranslationAI/runs/within_species_clusters/00_archive_old_window_runs/wren_pattern_clusters_aug90_uk_v1,5,6,same,5,"Same canonical group wr_g2"
