recording_id,audio_path,species_label,species_common_name,scientific_name,species_source,recording_source,split,notes
XC1088671_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088671_Troglodytes_troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088672_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088672_Troglodytes_troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088676_-_Eurasian_Wren_-_Troglodytes_troglodytes_2,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088676 - Eurasian Wren - Troglodytes troglodytes 2.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088676_-_Eurasian_Wren_-_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088676 - Eurasian Wren - Troglodytes troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088677_-_Eurasian_Wren_-_Troglodytes_troglodytes_2,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088677 - Eurasian Wren - Troglodytes troglodytes 2.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088677_-_Eurasian_Wren_-_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088677 - Eurasian Wren - Troglodytes troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088700_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088700_Troglodytes_troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088701_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088701_Troglodytes_troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088707_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088707_Troglodytes_troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088708_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088708_Troglodytes_troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088714_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088714_Troglodytes_troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088718_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088718_Troglodytes_troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088721_-_Eurasian_Wren_-_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088721 - Eurasian Wren - Troglodytes troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088722_-_Eurasian_Wren_-_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088722 - Eurasian Wren - Troglodytes troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088734_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088734_Troglodytes_troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088757_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088757_Troglodytes_troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088760_-_Eurasian_Wren_-_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088760 - Eurasian Wren - Troglodytes troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088770_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088770_Troglodytes_troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088791_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088791_Troglodytes_troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1088794_-_Eurasian_Wren_-_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1088794 - Eurasian Wren - Troglodytes troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1089182_-_Eurasian_Wren_-_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1089182 - Eurasian Wren - Troglodytes troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1089437_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1089437_Troglodytes_troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1089924_-_Eurasian_Wren_-_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1089924 - Eurasian Wren - Troglodytes troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1092651_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1092651_Troglodytes_troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC1093028_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC1093028_Troglodytes_troglodytes.wav,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC133869_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC133869_Troglodytes_troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC133875_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC133875_Troglodytes_troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC187240_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC187240_Troglodytes_troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC190954_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC190954_Troglodytes_troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC314450_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC314450_Troglodytes_troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC321219_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC321219_Troglodytes_troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC321220_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC321220_Troglodytes_troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC374863_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC374863_Troglodytes_troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC430600_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC430600_Troglodytes_troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC442999_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC442999_Troglodytes_troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC507451_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC507451_Troglodytes_troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC507458_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC507458_Troglodytes_troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC507464_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC507464_Troglodytes_troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC507465_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC507465_Troglodytes_troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
XC507466_Troglodytes_troglodytes,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Wren /XC507466_Troglodytes_troglodytes.mp3,wren,Eurasian Wren,Troglodytes troglodytes,drive_folder,web,train,
