recording_id,audio_path,species_label,species_common_name,scientific_name,species_source,recording_source,split,notes
XC233157_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC233157_Turdus_merula.MP3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC304015_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC304015_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC315147_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC315147_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC363132_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC363132_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC371823_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC371823_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC394244_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC394244_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC395422_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC395422_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC436368_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC436368_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC443909_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC443909_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC460586_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC460586_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC500622_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC500622_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC502013_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC502013_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC503786_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC503786_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC504943_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC504943_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC505378_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC505378_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC513331_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC513331_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC550512_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC550512_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC551254_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC551254_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC558665_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC558665_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC573940_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC573940_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC581647_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC581647_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC594433_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC594433_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC594695_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC594695_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC595352_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC595352_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC597260_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC597260_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC597490_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC597490_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC598974_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC598974_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC600361_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC600361_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC600469_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC600469_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC600617_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC600617_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC600823_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC600823_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC601460_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC601460_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC601553_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC601553_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC609372_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC609372_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC609399_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC609399_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC614409_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC614409_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC625639_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC625639_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC625892_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC625892_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC626321_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC626321_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC626323_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC626323_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC626327_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC626327_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC627652_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC627652_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC628512_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC628512_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC628529_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC628529_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC628656_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC628656_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC629669_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC629669_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC629827_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC629827_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC629955_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC629955_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC629976_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC629976_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC630191_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC630191_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC631014_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC631014_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC631127_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC631127_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC631215_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC631215_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC632058_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC632058_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC636262_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC636262_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC636643_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC636643_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC636648_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC636648_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC666117_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC666117_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC680155_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC680155_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC681174_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC681174_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC683080_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC683080_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC684412_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC684412_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC684498_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC684498_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC685655_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC685655_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC710587_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC710587_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC711050_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC711050_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC761714_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC761714_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC774586_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC774586_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC778130_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC778130_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC778321_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC778321_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC779186_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC779186_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC780181_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC780181_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC879801_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC879801_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC889851_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC889851_Turdus_merula.wav,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC896728_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC896728_Turdus_merula.wav,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC921662_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC921662_Turdus_merula.wav,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
XC942482_Turdus_merula,/Users/esmesturgess/Library/CloudStorage/GoogleDrive-esmesturgessdurden@gmail.com/My Drive/Bird_recordings/Blackbird/XC942482_Turdus_merula.mp3,blackbird,Common Blackbird,Turdus merula,xeno_canto,web,train,
